filename,start_time,sport,sub_sport,total_distance,total_timer_time,avg_speed,pace,avg_heart_rate,HRE,max_heart_rate,max_speed,total_ascent,total_descent,undefined,avg_cadence,max_cadence,total_training_effect,swim_stroke,avg_temperature,max_temperature,total_anaerobic_effect
.\myactivities/2020-09-01T04_03_11+00_00_5469537546.fit,2020-09-01T04:03:11.000Z,swimming,lap_swimming,2.4,59.03138333333333,3.0204,19.86491855383393,110,2185.1410409217324,124,12.6864,undefined,undefined,undefined,26,undefined,1.4,undefined,undefined,undefined,0
.\myactivities/2020-09-02T17_34_27+00_00_5478082959.fit,2020-09-02T17:34:27.000Z,swimming,lap_swimming,3.35,60.29645,3.9924,15.028554253080854,122,1833.483618875864,146,15.001199999999999,undefined,undefined,undefined,28,undefined,2.4,undefined,undefined,undefined,0.7
.\myactivities/2020-09-01T15_50_22+00_00_5472387357.fit,2020-09-01T15:50:22.000Z,running,generic,16.01672,87.53898333333333,10.9764,5.466273095003826,136,743.4131409205204,151,13.1688,0.123,0.127,undefined,90,96,3.5,undefined,31,33,0
.\myactivities/2020-09-03T16_02_36+00_00_5482235452.fit,2020-09-03T16:02:36.000Z,running,generic,14.00868,71.34658333333333,11.7792,5.093724531377343,153,779.3398533007335,168,13.9068,0.11900000000000001,0.11900000000000001,undefined,92,97,5,undefined,32,33,1.4
